Descriptor,Importance,Descriptor Type,Description,Class
AATSC4i,0.0002314610503821,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 4 / weighted by first ionization potential,2D
SpDiam_Dzs,0.0002308400787847,BaryszMatrixDescriptor,Spectral diameter from Barysz matrix / weighted by I-state,2D
GATS1s,0.0002306734294155,AutocorrelationDescriptor,Geary autocorrelation - lag 1 / weighted by I-state,2D
TDB7v,0.0002284004582277,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 7 / weighted by van der Waals volumes,3D
RDF90e,0.000228331229889,RDFDescriptor,Radial distribution function - 090 / weighted by relative Sanderson electronegativities,3D
TDB1e,0.0002268266413129,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 1 / weighted by Sanderson electronegativities,3D
MPC10,0.000226666982649,PathCountDescriptor,Molecular path count of order 10,2D
FNSA-3,0.0002261729662797,CPSADescriptor,PNSA-3 / total molecular surface area,3D
PubchemFP716,0.000225579768501,SMARTS patterns 2,Cc1ccc(N)cc1,FP
L2m,0.0002253248456567,PaDELWHIMDescriptor,2nd component size directional WHIM index / weighted by relative mass,3D
WTPT-3,0.000224613709649,PaDELWeightedPathDescriptor,Sum of path lengths starting from heteroatoms,2D
RPCG,0.0002227713816096,CPSADescriptor,Relative positive charge -- most positive charge / total positive charge,3D
AATS8v,0.0002227270311889,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 8 / weighted by van der Waals volumes,2D
R_TpiPCTPC,0.0002226738766487,PathCountDescriptor,Ratio of total conventional bond order (up to order 10) with total path count (up to order 10),2D
Si,0.000221581804176,ConstitutionalDescriptor,Sum of first first ionization potentials (scaled on carbon atom),2D
GRAV-6,0.0002211309726257,GravitationalIndexDescriptor,Cube root of gravitational index of all pairs of atoms (not just bonded pairs) ,3D
AATS2i,0.0002205380529403,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 2 / weighted by first ionization potential,2D
VE3_D,0.0002204829936267,TopologicalDistanceMatrixDescriptor,Logarithmic coefficient sum of the last eigenvector from topological distance matrix,2D
MDEO-22,0.0002203517506115,MDEDescriptor,Molecular distance edge between all secondary oxygens ,2D
PubchemFP499,0.0002198910968657,SMARTS patterns,N-C:C:N,FP
SpMax8_Bhm,0.0002194737444113,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative mass,2D
RDF60s,0.0002192133449341,RDFDescriptor,Radial distribution function - 060 / weighted by relative I-state,3D
PNSA-3,0.0002188597662651,CPSADescriptor,Charge weighted partial negative surface area,3D
PubchemFP663,0.0002169786787317,SMARTS patterns,O-C-C-O-[#1],FP
SaaaC,0.0002168539829658,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: ::C:,2D
GGI1,0.0002161647997634,TopologicalChargeDescriptor,Topological charge index of order 1,2D
ATSC0p,0.0002161535936237,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 0 / weighted by polarizabilities,2D
MATS6i,0.0002161385894482,AutocorrelationDescriptor,Moran autocorrelation - lag 6 / weighted by first ionization potential,2D
PubchemFP256,0.0002152852196174,Chemical Rings,>= 1 hetero-aromatic ring,FP
MIC3,0.0002151442823912,InformationContentDescriptor,Modified information content index (neighborhood symmetry of 3-order),2D
ATS2p,0.0002139327055639,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 2 / weighted by polarizabilities,2D
VR1_Dzi,0.0002131632329079,BaryszMatrixDescriptor,Randic-like eigenvector-based index from Barysz matrix / weighted by first ionization potential,2D
RDF105e,0.0002127814561703,RDFDescriptor,Radial distribution function - 105 / weighted by relative Sanderson electronegativities,3D
L1p,0.0002124600202742,PaDELWHIMDescriptor,1st component size directional WHIM index / weighted by relative polarizabilities,3D
SpMin2_Bhv,0.0002122986336945,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative van der Waals volumes,2D
AATSC8m,0.0002117641271504,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 8 / weighted by mass,2D
RDF65v,0.0002103111482419,RDFDescriptor,Radial distribution function - 065 / weighted by relative van der Waals volumes,3D
SHBd,0.0002091765082559,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-States for (strong) hydrogen bond donors,2D
RDF25s,0.0002084374006729,RDFDescriptor,Radial distribution function - 025 / weighted by relative I-state,3D
RDF15p,0.0002080854738219,RDFDescriptor,Radial distribution function - 015 / weighted by relative polarizabilities,3D
gmax,0.0002074377320448,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-State,2D
RDF155e,0.0002071809037133,RDFDescriptor,Radial distribution function - 155 / weighted by relative Sanderson electronegativities,3D
ETA_EtaP_F,0.000205978702167,ExtendedTopochemicalAtomDescriptor,Functionality index EtaF relative to molecular size,2D
AATSC1s,0.0002054285316547,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 1 / weighted by I-state,2D
SpAbs_Dzm,0.0002052326603078,BaryszMatrixDescriptor,Graph energy from Barysz matrix / weighted by mass,2D
ATS0m,0.0002046492287739,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 0 / weighted by mass,2D
AATSC4c,0.0002045017726961,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 4 / weighted by charges,2D
RDF25i,0.0002032421504959,RDFDescriptor,Radial distribution function - 025 / weighted by relative first ionization potential,3D
PubchemFP199,0.0002008524091611,Chemical Rings,>= 4 any ring size 6,FP
RDF65e,0.0002007457896628,RDFDescriptor,Radial distribution function - 065 / weighted by relative Sanderson electronegativities,3D
PubchemFP601,0.0001985210076262,SMARTS patterns,N-C:C:C-N,FP
PubchemFP447,0.0001979995866767,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-H)(=N),FP
VR2_D,0.0001978351420651,TopologicalDistanceMatrixDescriptor,Normalized Randic-like eigenvector-based index from topological distance matrix,2D
RDF100i,0.0001976743407197,RDFDescriptor,Radial distribution function - 100 / weighted by relative first ionization potential,3D
nRotBt,0.0001971639338753,PaDELRotatableBondsCountDescriptor,"Number of rotatable bonds, including terminal bonds",2D
PubchemFP697,0.0001970392648433,SMARTS patterns,C-C-C-C-C-C(C)-C,FP
JGI3,0.0001954650086631,TopologicalChargeDescriptor,Mean topological charge index of order 3,2D
SssO,0.0001953742470089,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: -O-,2D
VR3_Dzp,0.0001941807466933,BaryszMatrixDescriptor,Logarithmic Randic-like eigenvector-based index from Barysz matrix / weighted by polarizabilities,2D
Ai,0.000193204822164,PaDELWHIMDescriptor,A total size index / weighted by relative first ionization potential,3D
RDF80p,0.0001925203555232,RDFDescriptor,Radial distribution function - 080 / weighted by relative polarizabilities,3D
PubchemFP536,0.0001922501729145,SMARTS patterns,O=C-C-N,FP
SpMax3_Bhe,0.0001920340385539,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative Sanderson electronegativities,2D
E3v,0.0001910089538041,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / weighted by relative van der Waals volumes,3D
SHsNH2,0.00019100166107,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: -NH2,2D
SHaaCH,0.000190655680333,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: :CH:,2D
TIC2,0.0001903863400193,InformationContentDescriptor,Total information content index (neighborhood symmetry of 2-order),2D
topoDiameter,0.0001903502190728,TopologicalDescriptor,Topological diameter (maximum atom eccentricity),2D
maxdO,0.0001879679307111,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: =O,2D
minsCH3,0.0001842242376301,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: -CH3,2D
VE3_Dzs,0.0001819150741399,BaryszMatrixDescriptor,Logarithmic coefficient sum of the last eigenvector from Barysz matrix / weighted by I-state,2D
VR3_Dzv,0.0001807463506907,BaryszMatrixDescriptor,Logarithmic Randic-like eigenvector-based index from Barysz matrix / weighted by van der Waals volumes,2D
PubchemFP470,0.0001807336693373,SMARTS patterns,C:C-C=C,FP
PubchemFP33,0.0001806572420457,Element Counts,>= 1 S,FP
StN,0.0001783582761137,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: #N,2D
ATS6m,0.0001782935865897,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 6 / weighted by mass,2D
PubchemFP17,0.0001770405783449,Element Counts,>= 8 N,FP
Km,0.00017678534361,PaDELWHIMDescriptor,K global shape index / weighted by relative mass,3D
TWC,0.0001758077225787,WalkCountDescriptor,Total walk count (up to order 10),2D
RDF145i,0.0001753520713868,RDFDescriptor,Radial distribution function - 145 / weighted by relative first ionization potential,3D
ETA_Shape_P,0.0001751041216672,ExtendedTopochemicalAtomDescriptor,Shape index P,2D
TDB5s,0.0001740054005067,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / weighted by I-state,3D
MWC7,0.0001699417280028,WalkCountDescriptor,Molecular walk count of order 7 (ln(1+x),2D
RDF30s,0.0001695522485598,RDFDescriptor,Radial distribution function - 030 / weighted by relative I-state,3D
P2e,0.0001695453213536,PaDELWHIMDescriptor,2nd component shape directional WHIM index / weighted by relative Sanderson electronegativities,3D
RDF75i,0.0001692813830322,RDFDescriptor,Radial distribution function - 075 / weighted by relative first ionization potential,3D
SP-0,0.0001689060339117,PaDELChiPathDescriptor,"Simple path, order 0",2D
ATSC8e,0.0001687767828229,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 8 / weighted by Sanderson electronegativities,2D
AATSC2m,0.0001679246804767,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 2 / weighted by mass,2D
PubchemFP371,0.0001679166176386,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~H)(:C)(:C),FP
L2u,0.0001674649821,PaDELWHIMDescriptor,2nd component size directional WHIM index / unweighted,3D
Mpe,0.0001650651413295,ConstitutionalDescriptor,Mean atomic Pauling electronegativities (scaled on carbon atom),2D
SpAD_Dzi,0.0001645714599756,BaryszMatrixDescriptor,Spectral absolute deviation from Barysz matrix / weighted by first ionization potential,2D
GATS4i,0.0001643192637098,AutocorrelationDescriptor,Geary autocorrelation - lag 4 / weighted by first ionization potential,2D
nBase,0.000164272246086,BasicGroupCountDescriptor,"Number of basic groups. The list of basic groups is defined by this SMARTS ""[$([NH2]-[CX4])]"", ""[$([NH](-[CX4])-[CX4])]"", ""[$(N(-[CX4])(-[CX4])-[CX4])]"", ""[$([*;+;!$(*~[*;-])])]"", ""[$(N=C-N)]"", and ""[$(N-C=N)]"" originally presented in JOELib",2D
MIC5,0.0001638936779504,InformationContentDescriptor,Modified information content index (neighborhood symmetry of 5-order),2D
RDF155i,0.0001637516048849,RDFDescriptor,Radial distribution function - 155 / weighted by relative first ionization potential,3D
MAXDN2,0.0001634837578168,ElectrotopologicalStateAtomTypeDescriptor,"Maximum negative intrinsic state difference in the molecule (related to the nucleophilicity of the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.",2D
maxdssC,0.0001632873003239,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: =C<,2D
PubchemFP684,0.0001629713199339,SMARTS patterns,O=C-C-C-C-C,FP
RDF145s,0.0001619079429308,RDFDescriptor,Radial distribution function - 145 / weighted by relative I-state,3D
GATS3e,0.0001618626797124,AutocorrelationDescriptor,Geary autocorrelation - lag 3 / weighted by Sanderson electronegativities,2D
PubchemFP12,0.0001612645793214,Element Counts,>= 16 C,FP
GATS3c,0.0001612507249507,AutocorrelationDescriptor,Geary autocorrelation - lag 3 / weighted by charges,2D
MWC4,0.0001606164132492,WalkCountDescriptor,Molecular walk count of order 4 (ln(1+x),2D
PubchemFP728,0.0001594204851197,SMARTS patterns 2,Nc1ccc(N)cc1,FP
SHsOH,0.0001588429612312,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: -OH,2D
PubchemFP758,0.0001582571216172,SMARTS patterns 2,Cc1c(N)cccc1,FP
AATSC3c,0.0001579407232611,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 3 / weighted by charges,2D
RDF110u,0.0001577411183137,RDFDescriptor,Radial distribution function - 110 / unweighted,3D
PubchemFP355,0.0001568201014264,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(:C),FP
SpMin4_Bhv,0.0001565139665945,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative van der Waals volumes,2D
RDF95u,0.0001552523401614,RDFDescriptor,Radial distribution function - 095 / unweighted,3D
VE2_DzZ,0.000152591397846,BaryszMatrixDescriptor,Average coefficient sum of the last eigenvector from Barysz matrix / weighted by atomic number,2D
SpMin1_Bhi,0.0001516957361341,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative first ionization potential,2D
PubchemFP516,0.000150927136671,SMARTS patterns,[#1]-C=C-[#1],FP
ATS2s,0.0001508865745443,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 2 / weighted by I-state,2D
AATS1e,0.000150102950953,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 1 / weighted by Sanderson electronegativities,2D
TDB4r,0.0001492663810654,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by covalent radius,3D
TDB9v,0.0001486941082158,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 9 / weighted by van der Waals volumes,3D
nHBint10,0.0001485599293886,ElectrotopologicalStateAtomTypeDescriptor,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 10,2D
RDF45s,0.0001455765603689,RDFDescriptor,Radial distribution function - 045 / weighted by relative I-state,3D
SpAbs_Dzs,0.0001451925083604,BaryszMatrixDescriptor,Graph energy from Barysz matrix / weighted by I-state,2D
PubchemFP435,0.0001448162958219,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-C)(-H)(=N),FP
RDF150m,0.0001441958302435,RDFDescriptor,Radial distribution function - 150 / weighted by relative mass,3D
De,0.0001430405095873,PaDELWHIMDescriptor,D total accessibility index / weighted by relative Sanderson electronegativities,3D
TDB4m,0.0001427500991239,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by mass,3D
PubchemFP579,0.0001403351090748,SMARTS patterns,O=C-C-C-C,FP
SHBint4,0.0001403304035801,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 4,2D
TDB6v,0.0001402335141259,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 6 / weighted by van der Waals volumes,3D
Vi,0.0001396114425558,PaDELWHIMDescriptor,V total size index / weighted by relative first ionization potential,3D
VE2_D,0.0001392316537397,TopologicalDistanceMatrixDescriptor,Average coefficient sum of the last eigenvector from topological distance matrix,2D
SpMin5_Bhs,0.0001389072185304,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative I-state,2D
RDF25e,0.0001388484380645,RDFDescriptor,Radial distribution function - 025 / weighted by relative Sanderson electronegativities,3D
VR2_Dze,0.0001380915100878,BaryszMatrixDescriptor,Normalized Randic-like eigenvector-based index from Barysz matrix / weighted by Sanderson electronegativities,2D
EE_Dzp,0.0001371290471152,BaryszMatrixDescriptor,Estrada-like index from Barysz matrix / weighted by polarizabilities (ln(1+x)),2D
Kp,0.0001366474152427,PaDELWHIMDescriptor,K global shape index / weighted by relative polarizabilities,3D
minHCsatu,0.000135881303583,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type H E-State: H on C sp3 bonded to unsaturated C,2D
PubchemFP686,0.0001349824744594,SMARTS patterns,O=C-C-C-C-O,FP
AATSC8s,0.0001344465379769,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 8 / weighted by I-state,2D
AATSC8e,0.0001333906097346,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 8 / weighted by Sanderson electronegativities,2D
